time,refact,number
2020,Move And Rename Class,4
2020,Remove Parameter,2
2020,Remove Method Annotation,2
2020,Change Variable Type,8
2020,Extract Variable,1
2020,Inline Variable,2
2020,Extract Method,3
2020,Rename Method,1
2020,Pull Up Method,6
2020,Change Attribute Access Modifier,32
2020,Add Parameter,2
2020,Rename Variable,7
2020,Change Return Type,3
2020,Extract Superclass,2
2020,Rename Attribute,1
2020,Change Attribute Type,10
2021,Add Method Annotation,179
2021,Localize Parameter,1
2021,Change Parameter Type,1
2021,Move Method,1
2021,Pull Up Attribute,13
2021,Rename Class,2
2021,Change Thrown Exception Type,2
2021,Remove Method Annotation,3
2021,Change Variable Type,10
2021,Extract Variable,1
2021,Add Thrown Exception Type,2
2021,Inline Variable,1
2021,Extract Method,3
2021,Rename Method,1
2021,Pull Up Method,15
2021,Add Parameter,7
2021,Change Attribute Access Modifier,13
2021,Rename Variable,2
2021,Inline Method,2
2021,Change Method Access Modifier,6
2021,Change Return Type,2
2021,Extract Superclass,1
2021,Remove Attribute Modifier,2
2021,Change Attribute Type,9
2022,Add Method Annotation,2
2022,Localize Parameter,1
2022,Change Parameter Type,3
2022,Add Method Modifier,4
2022,Extract Attribute,2
2022,Replace Attribute With Variable,2
2022,Remove Method Annotation,1
2022,Remove Method Modifier,2
2022,Change Variable Type,6
2022,Extract Variable,4
2022,Extract Method,3
2022,Add Parameter,1
2022,Change Attribute Access Modifier,10
2022,Inline Method,2
2022,Rename Variable,2
2022,Change Method Access Modifier,3
2022,Remove Attribute Annotation,1
2022,Change Return Type,2
2022,Remove Thrown Exception Type,1
2022,Add Attribute Annotation,1
2022,Rename Attribute,1
2022,Change Attribute Type,2
2022,Add Variable Annotation,2
2023,Add Method Annotation,293
2023,Rename Method,2
2023,Change Attribute Access Modifier,1
2023,Rename Variable,3
2023,Change Return Type,1
2023,Change Thrown Exception Type,1
2023,Remove Method Annotation,2
2023,Rename Attribute,1
2023,Extract Variable,3
2023,Change Variable Type,3
2023,Extract Method,6
2023,Change Attribute Type,1
