time,refact,number
2011,Rename Attribute,1
2011,Encapsulate Attribute,1
2011,Extract Variable,1
2011,Extract Method,7
2012,Add Method Annotation,95
2012,Localize Parameter,1
2012,Add Parameter Annotation,1
2012,Remove Parameter Modifier,2
2012,Change Parameter Type,1
2012,Extract Attribute,6
2012,Move Class,4
2012,Remove Parameter,3
2012,Change Thrown Exception Type,1
2012,Extract Variable,7
2012,Inline Variable,12
2012,Rename Method,77
2012,Change Method Access Modifier,6
2012,Extract And Move Method,2
2012,Move Method,3
2012,Add Method Modifier,2
2012,Add Parameter Modifier,1966
2012,Extract Class,1
2012,Remove Method Annotation,11
2012,Encapsulate Attribute,1
2012,Change Variable Type,7
2012,Extract Method,57
2012,Add Thrown Exception Type,1
2012,Parameterize Attribute,1
2012,Add Variable Modifier,2691
2012,Add Parameter,7
2012,Rename Variable,9
2012,Inline Method,1
2012,Add Attribute Modifier,37
2012,Rename Attribute,1
2012,Change Attribute Type,29
2012,Rename Parameter,14
2013,Add Method Annotation,62
2013,Modify Method Annotation,3
2013,Remove Class Modifier,1
2013,Add Method Modifier,3
2013,Remove Variable Modifier,1
2013,Remove Parameter,2
2013,Remove Method Annotation,10
2013,Extract Variable,5
2013,Change Variable Type,2
2013,Extract Method,7
2013,Inline Variable,2
2013,Add Thrown Exception Type,14
2013,Rename Method,15
2013,Add Class Annotation,2
2013,Add Parameter,2
2013,Change Method Access Modifier,3
2013,Remove Parameter Annotation,1
2013,Rename Attribute,1
2013,Change Type Declaration Kind,1
2013,Change Attribute Type,28
2013,Add Variable Annotation,17
2013,Rename Parameter,4
2014,Add Class Annotation,1
2014,Add Method Annotation,17
2014,Modify Method Annotation,2
2014,Change Attribute Access Modifier,1
2014,Extract Attribute,3
2014,Add Attribute Annotation,6
2014,Change Variable Type,2
2014,Add Variable Annotation,4
2015,Add Method Annotation,787
2015,Remove Parameter Modifier,4
2015,Change Parameter Type,2
2015,Pull Up Attribute,1
2015,Rename Class,1
2015,Remove Variable Modifier,4
2015,Remove Parameter,4
2015,Change Thrown Exception Type,3
2015,Extract Variable,3
2015,Inline Variable,1
2015,Add Class Annotation,3
2015,Rename Method,38
2015,Change Attribute Access Modifier,13
2015,Change Method Access Modifier,53
2015,Modify Class Annotation,1
2015,Move Method,12
2015,Add Method Modifier,20
2015,Extract Class,1
2015,Remove Method Annotation,52
2015,Encapsulate Attribute,1
2015,Change Variable Type,18
2015,Add Thrown Exception Type,4
2015,Extract Method,11
2015,Pull Up Method,2
2015,Add Variable Modifier,1
2015,Add Parameter,3
2015,Rename Variable,1
2015,Add Attribute Modifier,1
2015,Change Return Type,3
2015,Extract Superclass,1
2015,Change Attribute Type,1
2015,Rename Parameter,6
2016,Add Method Annotation,96
2016,Remove Variable Modifier,58
2016,Remove Method Annotation,31
2016,Change Variable Type,7
2016,Add Thrown Exception Type,2
2016,Inline Variable,3
2016,Add Class Annotation,3
2016,Add Parameter,1
2016,Rename Variable,1
2016,Inline Method,1
2016,Rename Attribute,1
2016,Remove Variable Annotation,8
2016,Add Variable Annotation,2
2017,Move And Rename Method,1
2017,Rename Class,3
2017,Add Parameter Modifier,150
2017,Remove Method Modifier,4
2017,Extract Variable,1
2017,Add Thrown Exception Type,12
2017,Add Class Annotation,1
2017,Add Variable Modifier,173
2017,Add Parameter,1
2017,Change Attribute Access Modifier,4
2017,Inline Method,2
2017,Rename Variable,1
2017,Remove Attribute Annotation,9
2017,Add Attribute Modifier,4
2017,Add Attribute Annotation,9
2017,Remove Attribute Modifier,22
2017,Add Class Modifier,1
2018,Rename Method,3
2018,Add Method Annotation,2
2018,Add Variable Modifier,15
2018,Change Parameter Type,1
2018,Add Parameter,2
2018,Change Method Access Modifier,13
2018,Add Parameter Modifier,8
2018,Extract Attribute,3
2018,Rename Attribute,1
2018,Extract Method,7
2018,Add Thrown Exception Type,4
2018,Rename Parameter,54
2019,Add Method Annotation,111
2019,Localize Parameter,1
2019,Modify Method Annotation,68
2019,Move And Rename Method,4
2019,Change Parameter Type,27
2019,Remove Class Modifier,1
2019,Pull Up Attribute,1
2019,Extract Attribute,2
2019,Remove Variable Modifier,5
2019,Rename Class,5
2019,Move Attribute,3
2019,Move And Rename Class,1
2019,Move Class,2
2019,Extract Variable,2
2019,Inline Variable,2
2019,Rename Method,15
2019,Reorder Parameter,1
2019,Change Attribute Access Modifier,7
2019,Change Method Access Modifier,1
2019,Remove Attribute Modifier,1
2019,Extract And Move Method,5
2019,Add Class Modifier,2
2019,Replace Anonymous With Lambda,5
2019,Move Method,6
2019,Add Method Modifier,2
2019,Add Parameter Modifier,34
2019,Extract Class,1
2019,Remove Method Annotation,86
2019,Change Variable Type,31
2019,Extract Method,7
2019,Add Thrown Exception Type,3
2019,Add Variable Modifier,12
2019,Add Parameter,25
2019,Rename Variable,13
2019,Inline Method,1
2019,Change Return Type,9
2019,Remove Attribute Annotation,14
2019,Add Attribute Modifier,1
2019,Remove Thrown Exception Type,32
2019,Add Attribute Annotation,18
2019,Rename Attribute,6
2019,Extract Superclass,2
2019,Change Class Access Modifier,1
2019,Change Attribute Type,16
2019,Remove Class Annotation,3
2019,Rename Parameter,97
2020,Add Method Annotation,55
2020,Localize Parameter,1
2020,Move And Rename Method,2
2020,Remove Parameter Modifier,2
2020,Pull Up Attribute,10
2020,Move Attribute,1
2020,Move Class,11
2020,Extract Variable,5
2020,Inline Variable,12
2020,Rename Method,27
2020,Change Method Access Modifier,10
2020,Extract And Move Method,13
2020,Rename Package,1
2020,Add Parameter Modifier,89
2020,Remove Method Annotation,20
2020,Encapsulate Attribute,3
2020,Change Variable Type,60
2020,Add Thrown Exception Type,11
2020,Add Variable Modifier,69
2020,Add Parameter,43
2020,Rename Variable,35
2020,Inline Method,1
2020,Add Attribute Modifier,19
2020,Add Attribute Annotation,2
2020,Rename Attribute,12
2020,Extract Superclass,2
2020,Change Class Access Modifier,2
2020,Modify Method Annotation,1
2020,Change Parameter Type,19
2020,Remove Variable Modifier,9
2020,Extract Attribute,3
2020,Rename Class,2
2020,Remove Parameter,3
2020,Add Class Annotation,3
2020,Change Attribute Access Modifier,3
2020,Parameterize Variable,4
2020,Add Class Modifier,4
2020,Add Variable Annotation,32
2020,Move Method,2
2020,Add Method Modifier,2
2020,Extract Method,40
2020,Pull Up Method,6
2020,Inline Attribute,1
2020,Change Return Type,17
2020,Remove Thrown Exception Type,57
2020,Extract Interface,1
2020,Change Attribute Type,2
2020,Remove Variable Annotation,2
2020,Rename Parameter,81
2021,Add Method Annotation,70
2021,Localize Parameter,1
2021,Move And Rename Method,1
2021,Remove Parameter Modifier,1
2021,Pull Up Attribute,3
2021,Move Attribute,2
2021,Extract Variable,12
2021,Inline Variable,18
2021,Rename Method,25
2021,Change Method Access Modifier,8
2021,Replace Variable With Attribute,1
2021,Extract And Move Method,14
2021,Add Parameter Modifier,48
2021,Remove Method Annotation,12
2021,Move And Rename Attribute,5
2021,Encapsulate Attribute,2
2021,Change Variable Type,95
2021,Replace Loop With Pipeline,4
2021,Add Thrown Exception Type,12
2021,Add Variable Modifier,61
2021,Add Parameter,7
2021,Rename Variable,96
2021,Inline Method,1
2021,Add Attribute Modifier,2
2021,Add Attribute Annotation,7
2021,Extract Superclass,3
2021,Rename Attribute,37
2021,Add Parameter Annotation,1
2021,Change Parameter Type,16
2021,Remove Class Modifier,1
2021,Remove Variable Modifier,20
2021,Rename Class,48
2021,Extract Attribute,3
2021,Remove Parameter,3
2021,Change Thrown Exception Type,1
2021,Add Class Annotation,2
2021,Change Attribute Access Modifier,6
2021,Parameterize Variable,1
2021,Remove Attribute Modifier,4
2021,Modify Class Annotation,1
2021,Add Class Modifier,1
2021,Add Variable Annotation,1
2021,Move Method,3
2021,Add Method Modifier,1
2021,Extract Method,92
2021,Pull Up Method,6
2021,Inline Attribute,2
2021,Change Return Type,5
2021,Remove Attribute Annotation,3
2021,Remove Thrown Exception Type,113
2021,Remove Class Annotation,4
2021,Change Attribute Type,8
2021,Rename Parameter,171
2022,Add Method Annotation,11
2022,Move And Rename Method,4
2022,Add Parameter Annotation,1
2022,Change Parameter Type,5
2022,Rename Class,3
2022,Remove Variable Modifier,418
2022,Extract Attribute,10
2022,Move Class,1
2022,Change Thrown Exception Type,15
2022,Remove Parameter,2
2022,Extract Variable,15
2022,Inline Variable,14
2022,Rename Method,47
2022,Reorder Parameter,3
2022,Change Attribute Access Modifier,2
2022,Change Method Access Modifier,2
2022,Remove Parameter Annotation,1
2022,Parameterize Variable,1
2022,Add Class Modifier,4
2022,Extract And Move Method,9
2022,Add Method Modifier,4
2022,Add Parameter Modifier,11
2022,Remove Method Annotation,4
2022,Encapsulate Attribute,4
2022,Change Variable Type,42
2022,Replace Loop With Pipeline,24
2022,Add Thrown Exception Type,21
2022,Extract Method,17
2022,Add Variable Modifier,8
2022,Inline Attribute,1
2022,Add Parameter,4
2022,Rename Variable,21
2022,Add Attribute Modifier,1
2022,Change Return Type,2
2022,Remove Attribute Annotation,5
2022,Remove Thrown Exception Type,25
2022,Add Attribute Annotation,11
2022,Rename Attribute,9
2022,Change Class Access Modifier,1
2022,Change Attribute Type,6
2022,Remove Variable Annotation,3
2022,Rename Parameter,19
2023,Add Method Annotation,193
2023,Move And Rename Method,2
2023,Remove Parameter Modifier,1
2023,Move Source Folder,1
2023,Pull Up Attribute,3
2023,Move Attribute,4
2023,Move And Rename Class,1
2023,Replace Attribute With Variable,1
2023,Extract Variable,6
2023,Inline Variable,7
2023,Rename Method,164
2023,Reorder Parameter,2
2023,Change Method Access Modifier,27
2023,Extract And Move Method,13
2023,Add Parameter Modifier,29
2023,Remove Method Annotation,37
2023,Encapsulate Attribute,9
2023,Remove Method Modifier,1
2023,Change Variable Type,28
2023,Add Thrown Exception Type,69
2023,Add Variable Modifier,23
2023,Add Parameter,32
2023,Inline Method,8
2023,Rename Variable,31
2023,Add Attribute Modifier,5
2023,Rename Attribute,35
2023,Extract Superclass,3
2023,Change Class Access Modifier,3
2023,Modify Method Annotation,5
2023,Add Parameter Annotation,1
2023,Change Parameter Type,10
2023,Remove Variable Modifier,6
2023,Rename Class,5
2023,Extract Attribute,1
2023,Change Thrown Exception Type,2
2023,Remove Parameter,1
2023,Add Class Annotation,3
2023,Change Attribute Access Modifier,2
2023,Parameterize Variable,3
2023,Remove Attribute Modifier,2
2023,Add Class Modifier,56
2023,Add Variable Annotation,2
2023,Move Method,20
2023,Add Method Modifier,3
2023,Extract Class,1
2023,Extract Method,47
2023,Pull Up Method,12
2023,Inline Attribute,1
2023,Change Return Type,8
2023,Remove Thrown Exception Type,31
2023,Change Attribute Type,13
2023,Remove Variable Annotation,4
2023,Remove Class Annotation,1
2023,Rename Parameter,56
2024,Add Method Annotation,6
2024,Remove Parameter Modifier,1
2024,Move Method,1
2024,Pull Up Attribute,2
2024,Add Parameter Modifier,1
2024,Change Thrown Exception Type,1
2024,Remove Method Annotation,2
2024,Change Variable Type,2
2024,Extract Variable,1
2024,Inline Variable,5
2024,Extract Method,4
2024,Add Class Annotation,1
2024,Rename Method,5
2024,Add Variable Modifier,1
2024,Add Parameter,1
2024,Rename Variable,6
2024,Inline Method,1
2024,Change Method Access Modifier,2
2024,Change Return Type,1
2024,Remove Thrown Exception Type,1
2024,Extract Superclass,1
2024,Rename Attribute,1
2024,Rename Parameter,7
2024,Extract And Move Method,1
