time,refact,number
2020,Remove Attribute Annotation,1
2020,Change Return Type,10
2020,Remove Thrown Exception Type,4
2020,Change Attribute Type,6
2020,Rename Parameter,10
2021,Localize Parameter,2
2021,Modify Method Annotation,1
2021,Move And Rename Method,1
2021,Change Parameter Type,5
2021,Move Attribute,3
2021,Rename Class,1
2021,Remove Parameter,5
2021,Extract Variable,3
2021,Add Class Annotation,3
2021,Rename Method,9
2021,Change Attribute Access Modifier,9
2021,Change Method Access Modifier,7
2021,Parameterize Variable,3
2021,Remove Attribute Modifier,2
2021,Extract And Move Method,7
2021,Move Method,3
2021,Add Parameter Modifier,1
2021,Remove Method Annotation,1
2021,Change Variable Type,5
2021,Extract Method,7
2021,Add Thrown Exception Type,3
2021,Add Parameter,14
2021,Rename Variable,7
2021,Add Attribute Modifier,4
2021,Change Return Type,2
2021,Add Attribute Annotation,2
2021,Rename Attribute,3
2021,Change Attribute Type,4
2021,Rename Parameter,6
2022,Add Method Annotation,23
2022,Modify Method Annotation,1
2022,Move And Rename Method,3
2022,Remove Class Modifier,1
2022,Change Parameter Type,3
2022,Remove Parameter,17
2022,Change Thrown Exception Type,3
2022,Extract Variable,1
2022,Inline Variable,1
2022,Rename Method,12
2022,Change Attribute Access Modifier,10
2022,Change Method Access Modifier,7
2022,Parameterize Variable,1
2022,Replace Variable With Attribute,2
2022,Add Class Modifier,71
2022,Extract And Move Method,1
2022,Modify Attribute Annotation,1
2022,Move Method,2
2022,Merge Parameter,3
2022,Remove Method Modifier,5
2022,Encapsulate Attribute,1
2022,Change Variable Type,19
2022,Extract Method,17
2022,Parameterize Attribute,1
2022,Pull Up Method,6
2022,Add Parameter,10
2022,Add Attribute Modifier,19
2022,Change Return Type,1
2022,Remove Thrown Exception Type,27
2022,Rename Attribute,5
2022,Extract Interface,3
2022,Change Attribute Type,2
2022,Rename Parameter,2
2023,Merge Attribute,1
2023,Modify Method Annotation,1
2023,Change Parameter Type,1
2023,Remove Variable Modifier,1
2023,Rename Class,1
2023,Remove Parameter,2
2023,Extract Variable,7
2023,Inline Variable,1
2023,Rename Method,5
2023,Change Attribute Access Modifier,2
2023,Change Method Access Modifier,1
2023,Extract And Move Method,2
2023,Modify Attribute Annotation,1
2023,Move Method,2
2023,Add Method Modifier,2
2023,Encapsulate Attribute,2
2023,Remove Method Modifier,1
2023,Change Variable Type,5
2023,Extract Method,22
2023,Add Thrown Exception Type,6
2023,Add Variable Modifier,1
2023,Add Parameter,12
2023,Rename Variable,8
2023,Inline Method,2
2023,Add Attribute Modifier,1
2023,Change Return Type,3
2023,Remove Thrown Exception Type,2
2023,Rename Attribute,4
2023,Change Attribute Type,1
2023,Rename Parameter,9
2024,Parameterize Attribute,1
2024,Change Parameter Type,1
2024,Replace Attribute With Variable,1
2024,Replace Variable With Attribute,2
2024,Change Variable Type,2
2024,Change Attribute Type,1
2024,Extract Method,1
